"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian.mat","traveltime.mat","studytime.mat","failures.mat","schoolsup.mat","famsup.mat","paid.mat","activities.mat","higher.mat","romantic.mat","famrel.mat","freetime.mat","goout.mat","Dalc.mat","Walc.mat","health.mat","absences.mat","G1.mat","G2.mat","G3.mat","guardian.por","traveltime.por","studytime.por","failures.por","schoolsup.por","famsup.por","paid.por","activities.por","higher.por","romantic.por","famrel.por","freetime.por","goout.por","Dalc.por","Walc.por","health.por","absences.por","G1.por","G2.por","G3.por","predicciones","Peso","Peso_por","ID","G3.por_pred","diferencia_por","G3.mat_pred","diferencia_mat"
"GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","yes","yes","mother",2,3,0,"no","no","no","yes","yes","yes",5,3,3,1,3,2,10,11,9,10,"mother",2,3,0,"no","no","no","yes","yes","yes",5,3,3,1,3,2,0,12,12,12,12.4094850831703,1,1,236,12.262016701532,-0.262016701532009,8.49664420739866,1.50335579260134
"GP","M",16,"U","GT3","T",3,2,"other","other","home","no","yes","mother",1,1,0,"no","yes","yes","no","yes","no",5,4,3,1,1,5,0,12,14,15,"mother",1,1,0,"no","yes","no","no","yes","no",5,4,3,1,1,5,4,12,12,12,12.4094850831703,1,1,237,12.262016701532,-0.262016701532009,14.0186771796748,0.981322820325227
"GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","no","yes","other",3,2,0,"yes","yes","no","no","yes","no",5,3,3,1,3,2,6,7,10,10,"other",3,2,1,"yes","yes","no","no","yes","no",5,3,3,1,3,2,4,9,11,10,9.57855264859274,1,1,238,11.1970758222488,-1.19707582224879,9.60105080185389,0.398949198146115
"GP","M",16,"U","GT3","T",3,3,"other","services","course","yes","yes","father",1,2,1,"no","yes","yes","no","yes","yes",4,5,5,4,4,5,4,10,12,12,"father",1,2,1,"no","yes","no","no","yes","yes",4,5,5,4,4,5,0,10,10,1,10.5221967934519,1,1,239,10.1321349429656,-9.13213494296557,11.8098639907643,0.190136009235671
"GP","M",16,"U","GT3","T",3,3,"other","services","home","yes","yes","father",2,1,0,"no","no","no","yes","yes","no",5,4,2,1,1,5,0,13,14,13,"father",2,1,0,"no","no","no","yes","yes","no",5,4,2,1,1,5,6,14,14,15,14.2967733728887,1,1,240,14.3918984600984,0.608101539901552,14.0186771796748,-1.01867717967477
"GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes","father",1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,1,5,2,16,18,18,"father",1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,1,5,4,13,14,14,13.3531292280295,1,1,241,14.3918984600984,-0.391898460098448,18.4363035574957,-0.436303557495659
"GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes","father",1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,1,5,2,16,18,18,"mother",1,2,0,"no","no","no","yes","yes","yes",4,2,3,1,2,3,0,11,12,13,11.4658409383111,1,1,242,12.262016701532,0.737983298467991,18.4363035574957,-0.436303557495659
"GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",4,2,3,1,2,3,2,12,13,12,"father",1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,1,5,4,13,14,14,13.3531292280295,1,1,243,14.3918984600984,-0.391898460098448,12.9142705852196,-0.914270585219551
"GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",4,2,3,1,2,3,2,12,13,12,"mother",1,2,0,"no","no","no","yes","yes","yes",4,2,3,1,2,3,0,11,12,13,11.4658409383111,1,1,244,12.262016701532,0.737983298467991,12.9142705852196,-0.914270585219551
"GP","M",16,"U","GT3","T",3,4,"other","other","course","no","yes","father",3,1,2,"no","yes","no","yes","yes","no",3,4,5,2,4,2,0,6,5,0,"father",3,1,1,"no","yes","no","yes","yes","no",3,4,5,2,4,2,4,9,9,10,9.57855264859274,1,1,245,9.06719406368235,0.932805936317649,4.07901782957777,-4.07901782957777
"GP","M",16,"U","GT3","T",4,3,"health","services","reputation","yes","yes","mother",1,4,0,"no","no","no","yes","yes","no",4,2,2,1,1,2,4,19,19,20,"mother",1,4,0,"no","no","no","yes","yes","no",4,2,2,1,1,2,2,17,17,17,17.1277058074663,1,1,246,17.5867210979481,-0.586721097948107,19.5407101519509,0.459289848049117
"GP","M",16,"U","GT3","T",4,3,"teacher","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",3,4,3,2,3,3,10,9,8,8,"mother",1,2,0,"no","yes","yes","yes","yes","no",3,4,3,2,3,3,4,11,10,11,11.4658409383111,1,1,247,10.1321349429656,0.867865057034429,7.39223761294344,0.607762387056559
"GP","M",16,"U","GT3","T",4,4,"health","other","course","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","no",3,4,4,1,4,5,18,14,11,13,"mother",1,1,0,"no","yes","no","yes","yes","no",3,4,4,1,4,5,4,12,13,13,12.4094850831703,1,1,248,13.3269575808152,-0.326957580815229,10.7054573963091,2.29454260369089
"GP","M",16,"U","GT3","T",4,4,"health","other","reputation","yes","yes","father",1,2,0,"no","yes","yes","yes","yes","no",4,2,4,2,4,1,2,14,13,13,"father",1,2,0,"no","yes","no","yes","yes","no",4,2,4,2,4,1,0,13,13,14,13.3531292280295,1,1,249,13.3269575808152,0.673042419184771,12.9142705852196,0.0857294147804488
"GP","M",16,"U","GT3","T",4,4,"services","services","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,3,2,1,2,5,0,13,12,12,"mother",1,1,0,"no","no","yes","yes","yes","no",5,3,2,1,2,5,4,14,15,15,14.2967733728887,1,1,250,15.4568393393817,-0.456839339381668,11.8098639907643,0.190136009235671
"GP","M",16,"U","GT3","T",4,4,"services","services","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,3,2,1,2,5,0,13,12,12,"mother",1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,3,5,0,15,13,13,15.2404175177479,1,1,251,13.3269575808152,-0.326957580815229,11.8098639907643,0.190136009235671
"GP","M",16,"U","GT3","T",4,4,"services","services","other","yes","yes","mother",1,1,0,"yes","yes","yes","yes","yes","no",4,5,5,5,5,4,14,7,7,5,"mother",1,1,0,"yes","yes","no","yes","yes","no",4,5,5,5,5,4,12,9,9,8,9.57855264859274,1,1,252,9.06719406368235,-1.06719406368235,6.28783101848822,-1.28783101848822
"GP","M",16,"U","GT3","T",4,4,"services","teacher","other","yes","yes","father",1,3,0,"no","yes","no","yes","yes","yes",4,4,3,1,1,4,0,16,17,17,"father",1,3,0,"no","yes","no","yes","yes","yes",4,4,3,1,1,4,0,16,16,16,16.1840616626071,1,1,253,16.5217802186649,-0.521780218664887,17.3318969630404,-0.331896963040435
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","yes","no","no","no","yes",3,3,2,2,1,5,0,7,6,0,"father",1,2,0,"no","yes","no","yes","yes","no",5,4,4,1,2,5,6,16,14,14,16.1840616626071,1,1,254,14.3918984600984,-0.391898460098448,5.183424424033,-5.183424424033
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","yes","no","no","no","yes",3,3,2,2,1,5,0,7,6,0,"mother",1,1,0,"no","yes","no","no","no","yes",3,3,2,2,1,5,16,9,9,8,9.57855264859274,1,1,255,9.06719406368235,-1.06719406368235,5.183424424033,-5.183424424033
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","father",1,2,0,"no","yes","no","yes","yes","no",5,4,4,1,2,5,2,15,15,16,"father",1,2,0,"no","yes","no","yes","yes","no",5,4,4,1,2,5,6,16,14,14,16.1840616626071,1,1,256,14.3918984600984,-0.391898460098448,15.12308377413,0.876916225870003
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","father",1,2,0,"no","yes","no","yes","yes","no",5,4,4,1,2,5,2,15,15,16,"mother",1,1,0,"no","yes","no","no","no","yes",3,3,2,2,1,5,16,9,9,8,9.57855264859274,1,1,257,9.06719406368235,-1.06719406368235,15.12308377413,0.876916225870003
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","yes",4,4,5,5,5,5,16,10,12,11,"mother",1,2,0,"no","yes","yes","yes","yes","yes",4,4,5,5,5,5,4,12,11,12,12.4094850831703,1,1,258,11.1970758222488,0.80292417775121,11.8098639907643,-0.809863990764329
"GP","M",16,"U","LE3","A",3,4,"services","other","home","yes","yes","mother",1,2,0,"yes","yes","no","yes","yes","no",5,3,3,1,1,5,4,11,11,11,"mother",1,2,0,"yes","yes","yes","yes","yes","no",5,3,3,1,1,5,2,12,12,13,12.4094850831703,1,1,259,12.262016701532,0.737983298467991,10.7054573963091,0.294542603690893
"GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","yes","no","mother",1,2,0,"no","yes","no","no","yes","no",4,1,3,3,5,5,18,8,6,7,"mother",1,2,0,"no","yes","no","no","yes","no",4,1,3,3,5,5,6,9,9,10,9.57855264859274,1,1,260,9.06719406368235,0.932805936317649,5.183424424033,1.816575575967
"GP","M",16,"U","LE3","T",1,1,"other","other","home","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",3,4,2,1,1,5,18,9,7,6,"mother",2,2,0,"no","yes","no","no","yes","no",3,4,2,1,1,5,2,9,9,9,9.57855264859274,1,1,261,9.06719406368235,-0.0671940636823507,6.28783101848822,-0.287831018488219
"GP","M",16,"U","LE3","T",1,1,"services","other","course","yes","no","mother",1,2,1,"no","no","no","no","yes","yes",4,4,4,1,3,5,0,14,12,12,"mother",1,2,2,"no","no","no","no","yes","yes",4,4,4,1,3,5,0,10,10,10,10.5221967934519,1,1,262,10.1321349429656,-0.132134942965571,11.8098639907643,0.190136009235671
"GP","M",16,"U","LE3","T",2,1,"at_home","other","course","yes","no","mother",1,1,1,"no","no","no","yes","yes","yes",4,4,4,3,5,5,6,12,13,14,"mother",1,1,1,"no","no","no","yes","yes","yes",4,4,4,3,5,5,6,9,10,10,9.57855264859274,1,1,263,10.1321349429656,-0.132134942965571,12.9142705852196,1.08572941478045
"GP","M",16,"U","LE3","T",2,1,"other","other","course","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",4,2,3,1,2,5,0,15,15,15,"mother",1,2,0,"no","no","no","yes","yes","yes",4,2,3,1,2,5,0,13,14,16,13.3531292280295,1,1,264,14.3918984600984,1.60810153990155,15.12308377413,-0.123083774129997
"GP","M",16,"U","LE3","T",2,2,"other","other","home","yes","yes","mother",1,2,0,"no","no","no","no","yes","no",4,4,4,1,1,3,0,12,12,11,"mother",1,2,0,"no","no","no","no","yes","no",4,4,4,1,1,3,0,13,12,13,13.3531292280295,1,1,265,12.262016701532,0.737983298467991,11.8098639907643,-0.809863990764329
"GP","M",16,"U","LE3","T",2,2,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","no","yes","yes","no",5,4,4,2,4,5,0,13,13,12,"mother",2,2,0,"no","yes","no","yes","yes","no",5,4,4,2,4,5,2,10,10,10,10.5221967934519,1,1,266,10.1321349429656,-0.132134942965571,12.9142705852196,-0.914270585219551
"GP","M",16,"U","LE3","T",2,2,"services","services","reputation","yes","yes","father",2,1,2,"no","yes","no","yes","yes","no",2,3,3,2,2,2,8,9,9,9,"father",2,1,0,"no","yes","no","yes","yes","no",2,3,3,2,2,2,4,12,11,11,12.4094850831703,1,1,267,11.1970758222488,-0.19707582224879,8.49664420739866,0.503355792601337
"GP","M",16,"U","LE3","T",4,2,"teacher","other","course","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",4,5,1,1,3,5,2,15,15,16,"mother",1,2,0,"no","no","no","yes","yes","no",4,5,1,1,3,5,0,12,13,14,12.4094850831703,1,1,268,13.3269575808152,0.673042419184771,15.12308377413,0.876916225870003
"GP","M",16,"U","LE3","T",4,3,"health","other","home","yes","yes","father",1,1,0,"no","no","yes","yes","yes","no",3,1,3,1,3,5,4,8,10,10,"father",1,1,0,"no","no","no","yes","yes","no",3,1,3,1,3,5,6,12,12,12,12.4094850831703,1,1,269,12.262016701532,-0.262016701532009,9.60105080185389,0.398949198146115
"GP","M",16,"U","LE3","T",4,3,"services","other","reputation","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,2,1,2,5,10,15,15,15,"mother",1,2,0,"no","yes","no","yes","yes","no",5,4,2,1,2,5,6,12,12,13,12.4094850831703,1,1,270,12.262016701532,0.737983298467991,15.12308377413,-0.123083774129997
"GP","M",16,"U","LE3","T",4,3,"teacher","other","course","no","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,4,5,1,1,3,0,6,0,0,"mother",1,1,0,"no","no","no","yes","yes","no",5,4,5,1,1,3,7,14,14,15,14.2967733728887,1,1,271,14.3918984600984,0.608101539901552,0,0
"GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","no","no","mother",1,2,0,"no","yes","yes","yes","yes","yes",3,5,2,2,2,1,2,15,14,14,"mother",1,2,0,"no","yes","no","yes","yes","yes",3,5,2,2,2,1,2,16,17,18,16.1840616626071,1,1,272,17.5867210979481,0.413278902051893,14.0186771796748,-0.0186771796747731
"GP","M",17,"R","GT3","T",1,2,"at_home","other","home","yes","no","mother",1,2,0,"no","no","no","no","yes","no",3,1,3,1,5,3,4,8,9,10,"mother",1,2,0,"no","no","no","no","yes","no",3,1,3,1,5,3,6,9,9,10,9.57855264859274,1,1,273,9.06719406368235,0.932805936317649,8.49664420739866,1.50335579260134
"GP","M",17,"R","GT3","T",1,3,"other","other","course","yes","yes","father",3,2,1,"no","yes","no","yes","yes","no",5,2,4,1,4,5,20,9,7,8,"father",3,2,1,"no","yes","no","yes","yes","no",5,2,4,1,4,5,14,12,11,11,12.4094850831703,1,1,274,11.1970758222488,-0.19707582224879,6.28783101848822,1.71216898151178
"GP","M",17,"R","GT3","T",2,1,"other","other","course","no","yes","mother",1,1,0,"no","no","no","no","yes","no",4,4,2,2,4,5,0,8,12,12,"mother",1,1,0,"no","no","no","no","yes","no",4,4,2,2,4,5,0,12,12,13,12.4094850831703,1,1,275,12.262016701532,0.737983298467991,11.8098639907643,0.190136009235671
"GP","M",17,"R","GT3","T",2,2,"other","other","course","yes","yes","father",2,2,0,"no","yes","yes","yes","yes","no",4,5,2,1,1,1,4,11,11,11,"father",2,2,0,"no","yes","no","yes","yes","no",4,5,2,1,1,1,0,12,13,13,12.4094850831703,1,1,276,13.3269575808152,-0.326957580815229,10.7054573963091,0.294542603690893
"GP","M",17,"R","GT3","T",2,2,"services","other","course","yes","yes","mother",4,1,0,"no","yes","no","no","yes","no",4,4,5,5,5,4,8,11,10,10,"mother",4,1,0,"no","yes","no","no","yes","no",4,4,5,5,5,4,2,11,10,10,11.4658409383111,1,1,277,10.1321349429656,-0.132134942965571,9.60105080185389,0.398949198146115
"GP","M",17,"R","GT3","T",3,4,"at_home","other","course","yes","no","mother",3,2,0,"no","no","no","no","yes","no",5,4,5,2,4,5,0,10,0,0,"mother",3,2,0,"no","no","no","no","yes","no",5,4,5,2,4,5,2,10,9,10,10.5221967934519,1,1,278,9.06719406368235,0.932805936317649,0,0
"GP","M",17,"R","LE3","A",4,4,"teacher","other","course","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",3,3,3,2,3,4,2,10,11,12,"mother",2,2,0,"no","yes","no","no","yes","no",3,3,3,2,3,4,0,12,12,12,12.4094850831703,1,1,279,12.262016701532,-0.262016701532009,10.7054573963091,1.29454260369089
"GP","M",17,"R","LE3","T",1,1,"other","services","course","yes","no","mother",4,2,3,"no","no","no","yes","no","yes",5,3,5,1,5,5,0,5,8,7,"mother",4,2,0,"no","no","no","yes","no","yes",5,3,5,1,5,5,0,8,8,8,8.63490850373355,1,1,280,8.00225318439913,-0.00225318439913202,7.39223761294344,-0.392237612943441
"GP","M",17,"R","LE3","T",1,2,"other","other","reputation","yes","no","mother",1,1,0,"no","no","no","no","yes","no",2,2,2,3,3,5,8,16,12,13,"mother",1,1,3,"no","no","no","no","yes","no",2,2,2,3,3,5,14,9,8,10,9.57855264859274,1,1,281,8.00225318439913,1.99774681560087,11.8098639907643,1.19013600923567
"GP","M",17,"R","LE3","T",2,1,"at_home","other","course","yes","yes","mother",2,1,2,"no","no","no","yes","no","yes",3,3,2,2,2,5,0,7,6,0,"mother",2,1,1,"no","no","yes","yes","no","yes",3,3,2,2,2,5,8,8,8,9,8.63490850373355,1,1,282,8.00225318439913,0.997746815600868,5.183424424033,-5.183424424033
"GP","M",17,"U","GT3","T",1,1,"other","other","reputation","no","yes","father",1,2,0,"no","no","yes","no","yes","no",4,3,3,1,2,4,2,12,10,11,"father",1,2,0,"no","no","no","no","yes","no",4,3,3,1,2,4,0,12,12,12,12.4094850831703,1,1,283,12.262016701532,-0.262016701532009,9.60105080185389,1.39894919814611
"GP","M",17,"U","GT3","T",1,2,"at_home","services","other","no","yes","other",2,2,0,"no","no","yes","yes","yes","no",4,4,4,4,5,5,12,7,8,8,"other",2,2,0,"no","no","no","yes","yes","no",4,4,4,4,5,5,16,10,11,12,10.5221967934519,1,1,284,11.1970758222488,0.80292417775121,7.39223761294344,0.607762387056559
"GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",1,1,3,"no","yes","no","no","yes","no",5,4,5,1,2,5,0,5,0,0,"mother",2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,3,0,9,9,10,9.57855264859274,1,1,285,9.06719406368235,0.932805936317649,0,0
"GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",1,1,3,"no","yes","no","no","yes","no",5,4,5,1,2,5,0,5,0,0,"mother",1,1,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,22,9,7,6,9.57855264859274,1,1,286,6.93731230511591,-0.937312305115913,0,0
"GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,3,2,8,8,10,"mother",2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,3,0,9,9,10,9.57855264859274,1,1,287,9.06719406368235,0.932805936317649,7.39223761294344,2.60776238705656
"GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,3,2,8,8,10,"mother",1,1,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,22,9,7,6,9.57855264859274,1,1,288,6.93731230511591,-0.937312305115913,7.39223761294344,2.60776238705656
"GP","M",17,"U","GT3","T",2,3,"other","other","course","yes","yes","father",2,1,0,"no","no","no","no","yes","no",5,2,2,1,1,2,4,12,12,13,"father",2,1,0,"no","no","no","no","yes","no",5,2,2,1,1,2,2,9,12,13,9.57855264859274,1,1,289,12.262016701532,0.737983298467991,11.8098639907643,1.19013600923567
"GP","M",17,"U","GT3","T",3,1,"services","other","other","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",5,4,4,3,4,5,2,9,9,10,"mother",1,2,0,"no","no","no","yes","yes","yes",5,4,4,3,4,5,0,11,11,14,11.4658409383111,1,1,290,11.1970758222488,2.80292417775121,8.49664420739866,1.50335579260134
"GP","M",17,"U","GT3","T",3,2,"services","services","course","yes","yes","mother",1,1,3,"no","yes","no","yes","yes","no",5,5,5,2,4,5,16,6,5,5,"mother",1,1,3,"no","yes","yes","yes","yes","no",5,5,5,2,4,5,2,8,8,7,8.63490850373355,1,1,291,8.00225318439913,-1.00225318439913,4.07901782957777,0.920982170422225
"GP","M",17,"U","GT3","T",3,3,"health","other","home","yes","yes","mother",1,1,0,"no","yes","yes","no","yes","no",4,4,3,1,3,5,4,14,12,11,"mother",1,1,0,"no","yes","no","no","yes","no",4,4,3,1,3,5,0,14,15,15,14.2967733728887,1,1,292,15.4568393393817,-0.456839339381668,11.8098639907643,-0.809863990764329
"GP","M",17,"U","GT3","T",3,3,"other","other","reputation","no","yes","father",1,2,0,"no","no","no","yes","yes","no",4,3,4,1,4,4,4,6,5,6,"father",1,2,0,"no","no","no","yes","yes","no",4,3,4,1,4,4,4,11,9,10,11.4658409383111,1,1,293,9.06719406368235,0.932805936317649,4.07901782957777,1.92098217042223
"GP","M",17,"U","GT3","T",3,3,"other","services","reputation","no","yes","mother",1,1,0,"no","no","no","yes","yes","no",4,3,5,3,5,5,3,14,15,16,"mother",1,1,0,"no","no","no","yes","yes","no",4,3,5,3,5,5,0,17,18,17,17.1277058074663,1,1,294,18.6516619772313,-1.65166197723132,15.12308377413,0.876916225870003
"GP","M",17,"U","GT3","T",3,3,"services","services","other","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",4,3,4,2,3,4,12,12,12,11,"mother",1,2,0,"no","yes","no","yes","yes","yes",4,3,4,2,3,4,6,11,13,14,11.4658409383111,1,1,295,13.3269575808152,0.673042419184771,11.8098639907643,-0.809863990764329
"GP","M",17,"U","GT3","T",4,3,"other","other","course","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",5,2,3,1,1,2,4,10,10,11,"mother",1,2,0,"no","yes","yes","yes","yes","yes",5,2,3,1,1,2,4,11,11,13,11.4658409383111,1,1,296,11.1970758222488,1.80292417775121,9.60105080185389,1.39894919814611
"GP","M",17,"U","GT3","T",4,4,"services","teacher","home","yes","yes","mother",1,1,0,"no","no","no","no","yes","no",5,2,3,1,2,5,4,17,15,16,"mother",1,1,0,"no","no","no","no","yes","no",5,2,3,1,2,5,4,13,13,14,13.3531292280295,1,1,297,13.3269575808152,0.673042419184771,15.12308377413,0.876916225870003
"GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","yes","yes","mother",1,2,0,"yes","yes","no","yes","yes","yes",4,5,5,1,3,2,14,11,9,9,"mother",1,2,0,"yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,13,13,13,13.3531292280295,1,1,298,13.3269575808152,-0.326957580815229,8.49664420739866,0.503355792601337
"GP","M",17,"U","LE3","A",3,2,"teacher","services","home","yes","yes","mother",1,1,1,"no","no","no","no","yes","no",4,4,4,3,4,3,19,11,9,10,"mother",1,1,0,"no","no","no","no","yes","no",4,4,4,3,4,3,18,13,13,13,13.3531292280295,1,1,299,13.3269575808152,-0.326957580815229,8.49664420739866,1.50335579260134
"GP","M",17,"U","LE3","A",4,1,"services","other","home","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","yes",4,5,4,2,4,5,30,8,8,8,"mother",2,1,0,"no","no","no","yes","yes","yes",4,5,4,2,4,5,22,11,11,10,11.4658409383111,1,1,300,11.1970758222488,-1.19707582224879,7.39223761294344,0.607762387056559
"GP","M",17,"U","LE3","T",1,1,"health","other","course","yes","yes","mother",2,1,1,"no","yes","no","yes","yes","no",4,4,4,1,2,5,2,7,9,8,"mother",2,1,1,"no","yes","no","yes","yes","no",4,4,4,1,2,5,0,9,10,10,9.57855264859274,1,1,301,10.1321349429656,-0.132134942965571,8.49664420739866,-0.496644207398663
"GP","M",17,"U","LE3","T",2,2,"other","other","home","no","yes","father",1,2,0,"no","no","yes","yes","yes","yes",4,4,2,5,5,4,4,14,13,13,"father",1,2,0,"no","no","no","yes","yes","yes",4,4,2,5,5,4,0,16,16,16,16.1840616626071,1,1,302,16.5217802186649,-0.521780218664887,12.9142705852196,0.0857294147804488
"GP","M",17,"U","LE3","T",2,3,"services","services","reputation","no","yes","father",1,2,0,"no","yes","yes","no","yes","no",5,3,3,1,3,3,2,12,11,12,"father",1,2,0,"no","yes","no","no","yes","no",5,3,3,1,3,3,0,10,11,11,10.5221967934519,1,1,303,11.1970758222488,-0.19707582224879,10.7054573963091,1.29454260369089
"GP","M",17,"U","LE3","T",4,3,"health","other","course","yes","yes","mother",2,2,0,"no","no","no","yes","yes","yes",2,5,5,1,4,5,14,12,12,12,"mother",2,2,0,"no","no","no","yes","yes","yes",2,5,5,1,4,5,8,15,15,15,15.2404175177479,1,1,304,15.4568393393817,-0.456839339381668,11.8098639907643,0.190136009235671
"GP","M",17,"U","LE3","T",4,3,"teacher","other","course","yes","yes","mother",2,2,0,"no","no","yes","yes","yes","no",4,4,4,4,4,4,4,10,9,9,"mother",2,2,0,"no","no","no","yes","yes","no",4,4,4,4,4,4,0,10,11,11,10.5221967934519,1,1,305,11.1970758222488,-0.19707582224879,8.49664420739866,0.503355792601337
"GP","M",17,"U","LE3","T",4,4,"other","teacher","home","yes","yes","father",2,1,0,"no","no","yes","no","yes","no",4,1,1,2,2,5,0,11,11,10,"father",2,1,0,"no","no","no","no","yes","no",4,1,1,2,2,5,0,12,13,13,12.4094850831703,1,1,306,13.3269575808152,-0.326957580815229,10.7054573963091,-0.705457396309107
"GP","M",17,"U","LE3","T",4,4,"services","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",5,3,5,4,5,3,13,12,12,13,"mother",1,2,0,"no","yes","no","no","yes","yes",5,3,5,4,5,3,15,13,12,12,13.3531292280295,1,1,307,12.262016701532,-0.262016701532009,11.8098639907643,1.19013600923567
"GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,4,4,1,3,5,0,13,11,10,"mother",1,2,0,"no","yes","no","yes","yes","no",4,4,4,1,3,5,0,11,9,10,11.4658409383111,1,1,308,9.06719406368235,0.932805936317649,10.7054573963091,-0.705457396309107
"GP","M",18,"R","GT3","T",3,2,"other","other","course","no","no","mother",1,3,0,"no","no","no","yes","yes","no",5,3,2,1,1,3,1,13,12,12,"mother",1,3,0,"no","no","no","yes","yes","no",5,3,2,1,1,3,2,10,11,12,10.5221967934519,1,1,309,11.1970758222488,0.80292417775121,11.8098639907643,0.190136009235671
"GP","M",18,"R","GT3","T",4,3,"teacher","services","course","yes","yes","mother",1,3,0,"no","no","no","no","yes","yes",5,3,2,1,2,4,9,16,15,16,"mother",1,3,0,"no","no","no","no","yes","yes",5,3,2,1,2,4,4,15,14,17,15.2404175177479,1,1,310,14.3918984600984,2.60810153990155,15.12308377413,0.876916225870003
"GP","M",18,"R","LE3","A",3,4,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","no",4,2,5,3,4,1,13,17,17,17,"mother",2,2,0,"no","yes","no","yes","yes","no",4,2,5,3,4,1,6,15,16,16,15.2404175177479,1,1,311,16.5217802186649,-0.521780218664887,17.3318969630404,-0.331896963040435
"GP","M",18,"R","LE3","T",3,2,"services","other","reputation","yes","yes","mother",2,3,0,"no","yes","yes","yes","yes","no",5,4,2,1,1,4,8,14,13,14,"mother",2,3,0,"no","yes","no","yes","yes","no",5,4,2,1,1,4,0,14,15,15,14.2967733728887,1,1,312,15.4568393393817,-0.456839339381668,12.9142705852196,1.08572941478045
"GP","M",18,"R","LE3","T",3,3,"other","services","course","yes","yes","mother",1,2,1,"no","yes","no","no","yes","yes",4,3,3,1,3,5,8,3,5,5,"mother",1,2,0,"no","yes","no","no","yes","yes",4,3,3,1,3,5,8,10,9,10,10.5221967934519,1,1,313,9.06719406368235,0.932805936317649,4.07901782957777,0.920982170422225
"GP","M",18,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,2,4,1,2,4,8,15,14,14,"mother",1,2,0,"no","no","no","yes","yes","no",5,2,4,1,2,4,2,16,16,16,16.1840616626071,1,1,314,16.5217802186649,-0.521780218664887,14.0186771796748,-0.0186771796747731
